carat,cut,color,clarity,depth,table,price,x,y,z,color_classification,z_depth,table_width,volume,top_symmetry,vol_symmetry
0.5,2,4,6,64.4,57.0,1991,4.97,5.05,3.22,2.0,20736.800000000003,28328.999999999996,80.81717,0.9841584158415841,7.794565217391304
0.91,5,2,3,61.4,54.0,5252,6.26,6.24,3.84,1.0,23577.6,33804.0,149.99961599999997,1.0032051282051282,10.1725
0.75,1,3,3,64.6,57.0,2700,5.7,5.67,3.67,1.0,23708.199999999997,32490.000000000004,118.61073,1.0052910052910053,8.806267029972753
0.26,5,5,3,62.2,54.0,397,4.1,4.13,2.56,2.0,15923.2,22139.999999999996,43.34848,0.9927360774818401,6.614453125
1.51,3,7,3,62.3,59.0,7637,7.22,7.28,4.52,2.0,28159.599999999995,42597.99999999999,237.57843199999996,0.9917582417582417,11.628672566371682
0.31,5,2,4,61.5,55.0,680,4.37,4.41,2.7,1.0,16605.0,24035.0,52.03359000000001,0.9909297052154195,7.137666666666667
2.18,4,7,2,62.6,58.0,12970,8.25,8.23,5.16,2.0,32301.600000000002,47850.0,350.35110000000003,1.0024301336573511,13.15843023255814
1.05,3,5,3,60.2,62.0,5047,6.52,6.57,3.94,2.0,23718.800000000003,40423.99999999999,168.77541599999998,0.9923896499238964,10.87218274111675
0.91,3,3,3,61.4,58.0,3936,6.19,6.23,3.81,1.0,23393.4,35902.00000000001,146.92769700000002,0.9935794542536116,10.121706036745408
0.9,2,4,5,64.5,57.0,3977,6.01,6.08,3.9,2.0,25155.0,34257.0,142.50912,0.9884868421052632,9.369435897435897
1.71,4,5,6,61.4,59.0,14731,7.67,7.77,4.74,2.0,29103.6,45253.0,282.484566,0.9871299871299872,12.572974683544302
1.13,3,3,6,59.6,59.0,9539,6.82,6.87,4.08,1.0,24316.8,40238.0,191.16187200000002,0.992721979621543,11.483676470588236
0.43,4,3,3,62.4,56.0,1016,4.84,4.81,3.01,1.0,18782.399999999998,27103.999999999996,70.07400399999999,1.0062370062370063,7.734352159468438
0.81,5,5,8,61.6,58.0,4111,5.98,6.01,3.69,2.0,22730.4,34684.0,132.617862,0.9950083194675542,9.739783197831978
0.55,5,2,5,62.0,56.0,2001,5.24,5.27,3.26,1.0,20211.999999999996,29344.0,90.02424799999999,0.9943074003795067,8.47079754601227
0.86,5,2,2,60.0,56.0,3478,6.22,6.24,3.74,1.0,22440.0,34832.0,145.159872,0.9967948717948717,10.377754010695188
0.31,2,4,4,63.4,59.0,544,4.29,4.32,2.73,2.0,17308.2,25311.0,50.594544000000006,0.9930555555555555,6.788571428571429
1.25,3,4,2,61.4,59.0,6399,6.97,6.93,4.27,2.0,26217.799999999996,41122.99999999999,206.24996699999997,1.0057720057720059,11.311967213114754
0.3,2,6,3,64.1,57.0,506,4.3,4.25,2.74,2.0,17563.399999999998,24510.0,50.0735,1.011764705882353,6.669708029197079
1.14,4,4,3,62.3,59.0,5650,6.69,6.66,4.16,2.0,25916.8,39471.0,185.35046400000004,1.0045045045045045,10.710432692307693
0.4,4,2,2,62.9,58.0,855,4.74,4.7,2.97,1.0,18681.300000000003,27492.0,66.16566000000002,1.0085106382978724,7.501010101010102
0.3,5,6,4,62.0,55.0,438,4.3,4.35,2.68,2.0,16616.0,23650.0,50.1294,0.9885057471264368,6.979477611940298
0.53,5,3,2,62.4,54.0,1078,5.19,5.22,3.25,1.0,20280.0,28026.000000000004,88.04835,0.9942528735632186,8.335938461538461
0.32,4,5,7,60.9,58.0,936,4.43,4.4,2.69,2.0,16382.1,25694.0,52.43348,1.0068181818181816,7.246096654275093
0.71,4,5,2,62.7,57.0,2231,5.71,5.64,3.56,2.0,22321.2,32546.999999999996,114.647664,1.0124113475177305,9.0461797752809
0.3,5,4,6,62.4,55.0,665,4.32,4.34,2.7,2.0,16848.0,23760.000000000004,50.62176,0.9953917050691246,6.943999999999999
0.96,3,4,3,62.0,59.0,4136,6.26,6.32,3.9,2.0,24180.0,36934.0,154.29648,0.990506329113924,10.144410256410257
1.01,2,3,3,57.4,57.0,4632,6.52,6.48,3.73,1.0,21410.2,37164.0,157.59100800000002,1.0061728395061726,11.326970509383377
0.31,3,2,8,58.1,60.0,987,4.45,4.5,2.6,1.0,15106.0,26700.0,52.065000000000005,0.9888888888888889,7.7019230769230775
0.97,4,4,3,62.6,58.0,4400,6.24,6.18,3.89,2.0,24351.4,36192.0,150.010848,1.0097087378640777,9.913419023136248
2.01,3,2,2,60.6,59.0,17118,8.11,8.25,4.96,1.0,30057.600000000002,47848.99999999999,331.8612,0.9830303030303029,13.489415322580646
1.12,4,5,2,61.9,58.0,4620,6.66,6.74,4.15,2.0,25688.5,38628.0,186.28686000000005,0.9881305637982196,10.816481927710843
1.32,5,4,4,61.1,57.0,9580,7.13,7.07,4.34,2.0,26517.399999999998,40641.0,218.775494,1.0084865629420083,11.615
0.52,3,6,5,61.5,56.3,1262,5.16,5.19,3.18,2.0,19557.000000000004,29050.8,85.16167200000001,0.9942196531791907,8.421509433962266
1.24,5,1,6,61.5,57.0,14737,6.88,6.94,4.25,1.0,26137.5,39216.0,202.9256,0.9913544668587896,11.234635294117647
0.92,4,3,3,62.0,60.0,3910,6.26,6.19,3.86,1.0,23932.0,37560.0,149.572684,1.011308562197092,10.038704663212435
0.52,3,4,4,63.2,58.0,1577,5.12,5.1,3.23,2.0,20413.6,29695.999999999996,84.34176,1.003921568627451,8.08421052631579
1.54,5,3,3,61.9,56.0,12195,7.44,7.38,4.59,1.0,28412.1,41664.00000000001,252.024048,1.0081300813008132,11.962352941176471
0.71,3,1,4,62.8,56.0,3045,5.67,5.7,3.57,1.0,22419.6,31752.0,115.37883000000001,0.9947368421052631,9.05294117647059
0.61,4,4,5,62.7,57.0,2192,5.43,5.36,3.38,2.0,21192.600000000002,30951.0,98.374224,1.013059701492537,8.610887573964497
1.3,5,5,6,61.5,55.0,8954,7.07,7.03,4.34,2.0,26690.999999999996,38885.0,215.707114,1.0056899004267426,11.45209677419355
1.52,4,5,5,61.4,58.0,11621,7.44,7.3,4.55,2.0,27937.0,43152.00000000001,247.11960000000002,1.0191780821917809,11.936703296703298
0.9,4,1,4,63.0,62.0,4586,6.13,6.06,3.84,1.0,24192.0,38006.0,142.647552,1.0115511551155116,9.67390625
1.61,5,6,3,62.7,55.0,9439,7.48,7.54,4.71,2.0,29531.7,41140.0,265.640232,0.9920424403183025,11.974352441613588
1.5,4,3,5,62.6,58.0,14918,7.31,7.26,4.56,1.0,28545.599999999995,42397.99999999999,242.00193599999997,1.0068870523415978,11.63828947368421
0.85,5,2,4,59.3,57.0,3924,6.19,6.22,3.68,1.0,21822.399999999998,35283.00000000001,141.68662400000002,0.9951768488745981,10.462445652173914
1.06,5,5,2,62.8,57.0,4402,6.52,6.56,4.11,2.0,25810.8,37164.0,175.78963199999998,0.9939024390243902,10.406618004866177
0.55,5,3,2,61.1,56.0,1256,5.29,5.32,3.24,1.0,19796.4,29624.0,91.18267200000001,0.994360902255639,8.68604938271605
1.32,4,2,1,62.2,58.0,5027,7.05,6.97,4.36,1.0,27119.2,40890.0,214.24386,1.011477761836442,11.270298165137614
0.4,2,1,2,63.8,54.0,622,4.7,4.73,3.01,1.0,19203.8,25380.0,66.91531,0.9936575052854122,7.385714285714287
0.42,5,4,4,60.8,57.0,1087,4.85,4.82,2.94,2.0,17875.199999999997,27645.0,68.72838,1.0062240663900415,7.951360544217687
0.32,5,7,4,62.3,55.3,413,4.36,4.37,2.72,2.0,16945.600000000002,24110.8,51.824704000000004,0.9977116704805492,7.004852941176471
0.64,3,5,6,60.0,59.0,2060,5.59,5.65,3.37,2.0,20220.0,32981.0,106.436395,0.9893805309734512,9.371958456973294
1.01,4,3,2,62.7,56.0,4197,6.4,6.35,4.0,1.0,25080.0,35840.0,162.56,1.0078740157480317,10.16
0.31,4,7,5,61.8,59.0,523,4.33,4.31,2.67,2.0,16500.6,25547.0,49.828340999999995,1.0046403712296985,6.989625468164793
0.3,5,2,4,61.5,55.0,658,4.29,4.33,2.65,1.0,16297.5,23595.0,49.225605,0.9907621247113164,7.0096981132075475
0.53,5,5,7,60.8,56.0,1781,5.24,5.26,3.19,2.0,19395.2,29344.0,87.924056,0.9961977186311788,8.64025078369906
1.25,5,4,6,61.5,55.0,10636,6.92,6.94,4.26,2.0,26199.0,38060.0,204.585648,0.9971181556195965,11.273427230046948
0.72,5,1,2,61.1,58.0,2514,5.76,5.79,3.53,1.0,21568.3,33408.0,117.726912,0.9948186528497409,9.447705382436261
0.43,5,2,3,61.2,56.2,803,4.87,4.89,2.99,1.0,18298.800000000003,27369.4,71.204757,0.9959100204498978,7.964648829431438
0.41,2,6,5,63.7,57.0,755,4.67,4.72,2.99,2.0,19046.300000000003,26619.0,65.906776,0.989406779661017,7.3720401337792625
1.07,4,6,3,61.2,58.0,4126,6.62,6.55,4.03,2.0,24663.600000000002,38396.0,174.74483,1.0106870229007634,10.75955334987593
0.41,2,3,3,63.1,56.0,685,4.69,4.73,2.97,1.0,18740.7,26264.000000000004,65.88558900000002,0.9915433403805497,7.46925925925926
1.01,3,5,3,61.8,60.0,4855,6.38,6.44,3.96,2.0,24472.8,38280.0,162.70531200000002,0.9906832298136645,10.375555555555556
1.0,2,4,3,62.5,62.0,4466,6.32,6.36,3.96,2.0,24750.0,39184.0,159.17299200000002,0.9937106918238994,10.150303030303032
1.0,3,5,3,62.2,59.0,4830,6.32,6.35,3.94,2.0,24506.800000000003,37288.0,158.12008,0.9952755905511812,10.185786802030456
1.1,4,6,3,60.4,61.0,4312,6.73,6.69,4.05,2.0,24461.999999999996,41053.0,182.345985,1.0059790732436473,11.116962962962965
0.5,3,3,5,62.0,58.0,1692,5.08,5.11,3.16,1.0,19592.0,29464.0,82.02980800000002,0.9941291585127201,8.214810126582279
0.32,5,4,8,62.9,55.0,1020,4.41,4.37,2.76,2.0,17360.399999999998,24255.0,53.189892,1.0091533180778032,6.982500000000002
0.59,5,2,4,60.2,59.0,1941,5.47,5.49,3.3,1.0,19866.0,32272.999999999996,99.09998999999999,0.9963570127504553,9.100090909090909
1.0,3,3,2,61.7,58.0,3789,6.32,6.36,3.91,1.0,24124.7,36656.0,157.16323200000002,0.9937106918238994,10.280102301790283
1.24,5,7,4,61.7,55.0,5412,6.91,6.96,4.28,2.0,26407.600000000002,38005.0,205.84060800000003,0.992816091954023,11.236822429906542
0.9,4,4,3,62.9,58.0,3774,6.11,6.02,3.82,2.0,24027.8,35438.0,140.50800399999997,1.014950166112957,9.628848167539266
0.71,4,3,4,62.1,58.0,2801,5.7,5.67,3.53,1.0,21921.3,33060.0,114.08607,1.0052910052910053,9.155524079320115
1.34,4,4,4,60.7,59.0,9293,7.07,7.04,4.28,2.0,25979.600000000006,41713.0,213.02758400000002,1.0042613636363638,11.629158878504674
0.9,3,4,2,62.3,58.0,3398,6.15,6.2,3.85,2.0,23985.5,35670.00000000001,146.8005,0.9919354838709677,9.903896103896104
0.31,5,2,3,62.7,54.0,544,4.35,4.36,2.73,1.0,17117.100000000002,23489.999999999996,51.77718,0.9977064220183485,6.947252747252747
1.0,5,4,2,60.3,57.0,3528,6.51,6.45,3.91,2.0,23577.3,37107.0,164.178945,1.0093023255813953,10.739002557544756
0.32,5,2,6,61.9,54.0,843,4.41,4.44,2.74,1.0,16960.600000000002,23814.0,53.650296000000004,0.9932432432432432,7.146131386861313
1.19,5,3,4,62.0,57.0,8415,6.78,6.76,4.2,1.0,26040.000000000004,38646.0,192.49776,1.002958579881657,10.912571428571427
1.51,3,4,4,58.9,60.0,12756,7.47,7.55,4.42,2.0,26033.799999999996,44820.0,249.28136999999998,0.9894039735099338,12.759841628959276
1.01,3,2,4,63.1,56.0,6480,6.34,6.4,4.02,1.0,25366.199999999997,35504.0,163.11551999999998,0.990625,10.093532338308458
1.08,3,2,2,63.5,56.0,3726,6.53,6.48,4.13,1.0,26225.5,36568.0,174.758472,1.007716049382716,10.245617433414045
0.28,5,3,6,61.1,57.0,642,4.22,4.26,2.59,1.0,15824.9,24054.0,46.56094799999999,0.9906103286384976,6.94100386100386
1.0,4,3,3,61.6,61.0,5292,6.37,6.3,3.9,1.0,24024.0,38857.0,156.5109,1.011111111111111,10.290000000000001
1.08,5,4,3,61.7,56.0,5439,6.6,6.63,4.08,2.0,25173.600000000002,36960.0,178.53264,0.995475113122172,10.724999999999998
0.41,4,3,2,59.0,58.0,604,4.87,4.89,2.88,1.0,16992.0,28245.999999999996,68.585184,0.9959100204498978,8.268854166666667
0.37,4,4,5,61.4,58.0,957,4.61,4.58,2.82,2.0,17314.8,26738.0,59.540916,1.0065502183406114,7.487163120567376
0.37,4,2,4,61.0,59.0,811,4.59,4.63,2.81,1.0,17141.0,27081.0,59.717277,0.9913606911447084,7.56288256227758
1.0,3,5,3,62.2,60.0,4389,6.34,6.45,3.98,2.0,24755.600000000002,38040.0,162.75414,0.9829457364341084,10.27462311557789
1.2,5,4,6,62.5,54.4,9785,6.75,6.82,4.24,2.0,26500.0,36720.0,195.18840000000003,0.9897360703812317,10.857311320754718
1.06,5,6,4,62.3,56.0,4449,6.51,6.56,4.07,2.0,25356.100000000002,36456.0,173.811792,0.9923780487804879,10.492776412776411
0.41,3,2,5,62.9,56.0,931,4.72,4.78,2.99,1.0,18807.1,26432.0,67.459184,0.9874476987447698,7.545685618729096
0.31,5,2,3,63.0,57.0,698,4.32,4.29,2.71,1.0,17073.0,24624.0,50.223888,1.006993006993007,6.838671586715868
1.54,4,5,4,61.9,59.0,11769,7.33,7.31,4.53,2.0,28040.699999999997,43247.0,242.727819,1.0027359781121752,11.828322295805737
1.31,5,6,5,62.1,56.0,6617,7.01,7.04,4.36,2.0,27075.600000000002,39256.0,215.16774400000003,0.9957386363636364,11.318899082568807
0.59,3,4,5,62.5,53.0,1942,5.46,5.35,3.38,2.0,21125.0,28938.0,98.73317999999999,1.0205607476635514,8.642307692307693
0.73,5,3,2,61.5,55.0,2255,5.79,5.85,3.58,1.0,22017.0,31845.0,121.25997,0.9897435897435898,9.46131284916201
0.41,4,3,6,61.0,59.0,1192,4.82,4.79,2.93,1.0,17873.0,28438.0,67.647254,1.0062630480167014,7.879795221843003
0.27,4,3,8,61.7,57.0,820,4.21,4.12,2.57,1.0,15856.9,23997.0,44.577164,1.0218446601941746,6.74910505836576
0.91,3,5,3,63.4,55.0,3082,6.18,6.15,3.91,2.0,24789.4,33990.0,148.60737,1.0048780487804878,9.720460358056265
0.4,5,2,7,61.5,56.0,1333,4.7,4.73,2.9,1.0,17835.0,26320.0,64.46990000000001,0.9936575052854122,7.665862068965518
0.31,5,6,3,62.2,56.0,537,4.37,4.34,2.71,2.0,16856.2,24472.0,51.397318000000006,1.0069124423963134,6.998450184501846
0.3,5,3,3,61.9,57.0,475,4.31,4.35,2.68,1.0,16589.2,24567.0,50.245979999999996,0.9908045977011494,6.995708955223879
0.31,5,3,5,60.7,56.0,695,4.37,4.39,2.66,1.0,16146.200000000003,24472.0,51.030238000000004,0.9954441913439637,7.212142857142857
0.4,4,5,7,61.8,58.0,1017,4.69,4.72,2.91,2.0,17983.8,27202.000000000004,64.41808800000001,0.9936440677966103,7.607147766323024
1.5,2,4,5,63.8,58.0,13720,7.21,7.12,4.57,2.0,29156.600000000002,41818.0,234.601864,1.0126404494382022,11.23308533916849
1.21,1,5,3,69.6,55.0,3862,6.49,6.42,4.49,2.0,31250.399999999998,35695.0,187.07944200000003,1.0109034267912773,9.279688195991092
0.35,5,4,5,62.5,55.0,906,4.55,4.51,2.83,2.0,17687.5,25025.0,58.073015,1.0088691796008868,7.251060070671377
0.9,1,1,3,64.0,63.0,4796,6.12,6.04,3.89,1.0,24896.0,38556.0,143.79307200000002,1.0132450331125828,9.502519280205656
1.09,5,4,5,62.1,55.1,7487,6.57,6.63,4.1,2.0,25461.0,36200.7,178.59231,0.9909502262443439,10.624170731707318
1.52,3,7,3,59.9,57.0,7759,7.45,7.47,4.47,2.0,26775.3,42465.0,248.76220499999997,0.997322623828648,12.450000000000001
0.74,4,5,4,62.1,56.0,2532,5.83,5.79,3.61,2.0,22418.100000000002,32648.0,121.85807699999998,1.0069084628670122,9.350609418282549
2.03,5,5,3,60.8,57.0,17864,8.18,8.24,4.99,2.0,30339.2,46626.0,336.341968,0.9927184466019416,13.507655310621242
0.23,5,3,5,61.4,55.0,548,3.96,3.99,2.44,1.0,14981.6,21780.0,38.552976,0.9924812030075187,6.475573770491804
1.01,4,4,2,62.0,58.0,4327,6.41,6.37,3.96,2.0,24552.0,37178.0,161.693532,1.0062794348508635,10.311035353535354
0.57,5,2,2,62.1,55.0,1244,5.34,5.36,3.32,1.0,20617.2,29370.0,95.026368,0.9962686567164178,8.621204819277109
1.51,3,3,2,63.4,57.0,9471,7.29,7.25,4.61,1.0,29227.4,41553.0,243.650025,1.0055172413793103,11.464750542299349
0.3,5,2,6,61.0,56.0,812,4.33,4.39,2.66,1.0,16226.000000000002,24248.0,50.563142,0.9863325740318908,7.14612781954887
0.34,5,1,1,62.5,57.0,530,4.49,4.47,2.8,1.0,17500.0,25593.0,56.196839999999995,1.0044742729306488,7.1679642857142865
0.7,3,1,4,60.7,58.0,3092,5.7,5.73,3.47,1.0,21062.9,33060.0,113.33367000000001,0.9947643979057591,9.412391930835735
0.55,4,6,7,61.3,59.0,1712,5.3,5.27,3.24,2.0,19861.2,31270.0,90.49643999999999,1.0056925996204935,8.620679012345677
1.01,4,2,1,59.8,58.0,3394,6.57,6.53,3.92,1.0,23441.6,38106.0,168.17623200000003,1.006125574272588,10.944413265306125
0.51,3,5,5,63.4,57.0,1437,5.09,5.06,3.22,2.0,20414.8,29013.0,82.932388,1.0059288537549407,7.998571428571427
1.04,5,1,8,61.8,57.0,14494,6.49,6.52,4.02,1.0,24843.599999999995,36993.0,170.105496,0.9953987730061351,10.526069651741293
1.5,4,4,2,61.7,55.0,5460,7.39,7.32,4.54,2.0,28011.8,40645.0,245.590392,1.0095628415300546,11.915154185022026
2.0,1,5,1,69.8,54.0,5914,7.6,7.56,5.29,2.0,36924.2,41040.0,303.94223999999997,1.0052910052910053,10.861247637051038
0.91,1,5,3,64.8,57.0,3180,6.12,6.07,3.95,2.0,25596.0,34884.0,146.73618000000002,1.0082372322899507,9.4046582278481
0.52,3,2,2,62.9,56.0,1120,5.12,5.15,3.23,1.0,20316.7,28672.000000000004,85.16864000000001,0.9941747572815534,8.163467492260063
0.46,4,1,4,60.9,58.0,1388,4.97,4.94,3.02,1.0,18391.8,28826.0,74.146436,1.006072874493927,8.129735099337749
1.07,3,7,6,60.0,60.0,5661,6.57,6.59,3.95,2.0,23700.0,39420.00000000001,171.020385,0.9969650986342945,10.961088607594936
1.54,3,6,4,62.2,58.0,8656,7.32,7.37,4.57,2.0,28425.4,42456.0,246.54418800000002,0.9932157394843962,11.804901531728664
0.36,4,2,5,60.4,58.0,1094,4.67,4.64,2.81,1.0,16972.399999999998,27086.0,60.88932799999999,1.0064655172413794,7.711316725978647
1.11,5,2,3,61.4,58.0,6291,6.66,6.62,4.08,1.0,25051.2,38628.0,179.883936,1.0060422960725075,10.806176470588234
1.0,5,6,4,62.4,52.0,4841,6.41,6.45,4.02,2.0,25084.799999999996,33332.0,166.20489,0.993798449612403,10.284701492537316
0.81,3,6,5,62.7,58.0,2950,5.9,5.96,3.72,2.0,23324.4,34220.00000000001,130.81008,0.9899328859060403,9.452688172043011
1.6,3,6,4,60.0,60.0,10497,7.55,7.59,4.54,2.0,27239.999999999996,45300.0,260.16243,0.994729907773386,12.622136563876651
0.32,3,3,2,62.6,56.0,421,4.37,4.41,2.75,1.0,17215.0,24472.0,52.997175000000006,0.9909297052154195,7.00789090909091
0.41,3,2,3,62.9,57.0,755,4.73,4.78,2.99,1.0,18807.1,26961.0,67.60210600000002,0.9895397489539749,7.561672240802676
1.18,4,4,6,58.2,62.0,9188,6.92,6.89,4.02,2.0,23396.4,42904.0,191.66877599999995,1.0043541364296082,11.860398009950249
0.42,5,4,5,62.0,55.0,921,4.78,4.83,2.98,2.0,18476.0,26290.000000000004,68.800452,0.989648033126294,7.747449664429531
0.59,3,2,4,59.9,56.0,1838,5.46,5.49,3.28,1.0,19647.199999999997,30576.0,98.319312,0.994535519125683,9.138841463414634
0.35,3,2,4,62.1,59.0,767,4.46,4.49,2.78,1.0,17263.8,26314.0,55.670612,0.9933184855233852,7.2033812949640295
0.42,3,1,3,63.0,59.0,735,4.77,4.79,3.01,1.0,18963.0,28142.999999999996,68.773383,0.9958246346555323,7.590797342192691
0.31,5,4,6,61.8,54.0,687,4.36,4.38,2.7,2.0,16686.0,23544.000000000004,51.56136000000001,0.995433789954338,7.0728888888888894
1.55,4,3,5,61.6,56.0,15801,7.45,7.38,4.57,1.0,28151.2,41720.0,251.26317000000003,1.0094850948509486,12.030853391684902
0.91,5,3,2,60.3,57.0,3763,6.26,6.34,3.8,1.0,22914.0,35682.0,150.81591999999998,0.9873817034700315,10.444315789473682
1.02,3,5,5,62.8,59.0,5598,6.34,6.47,4.02,2.0,25245.599999999995,37406.0,164.89959599999997,0.9799072642967542,10.203930348258707
0.71,5,5,2,62.6,56.0,1800,5.75,5.69,3.58,2.0,22410.8,32200.0,117.12865000000001,1.0105448154657293,9.138966480446928
1.2,4,5,4,62.8,59.0,6666,6.75,6.7,4.22,2.0,26501.599999999995,39825.0,190.8495,1.007462686567164,10.716824644549764
0.31,5,5,6,62.5,55.0,802,4.37,4.34,2.72,2.0,17000.0,24035.0,51.58697600000001,1.0069124423963134,6.972720588235294
1.62,5,3,3,62.7,56.0,12828,7.5,7.44,4.68,1.0,29343.6,42000.0,261.144,1.0080645161290323,11.923076923076925
0.61,4,5,5,59.6,61.0,1793,5.53,5.44,3.27,2.0,19489.2,33733.00000000001,98.37206400000002,1.0165441176470589,9.199755351681958
1.04,5,3,5,61.4,57.0,7015,6.51,6.56,4.01,1.0,24621.399999999998,37107.0,171.24945599999998,0.9923780487804879,10.649775561097258
1.11,4,5,2,61.5,59.0,4212,6.61,6.56,4.05,2.0,24907.5,38999.0,175.61448000000001,1.0076219512195124,10.70656790123457
1.01,3,2,4,62.9,57.0,6488,6.37,6.43,4.02,1.0,25285.8,36309.0,164.65558199999998,0.9906687402799379,10.188830845771145
1.01,4,3,2,60.0,60.0,3717,6.46,6.4,3.86,1.0,23160.0,38760.0,159.58784,1.009375,10.710880829015546
0.32,5,4,4,61.6,57.0,561,4.39,4.41,2.71,2.0,16693.600000000002,25023.0,52.465329,0.9954648526077097,7.143874538745387
0.83,5,4,3,62.3,57.0,2800,5.99,6.08,3.76,2.0,23424.799999999996,34143.0,136.936192,0.9851973684210527,9.685957446808512
0.61,5,1,3,61.4,56.0,1904,5.46,5.48,3.36,1.0,20630.399999999998,30576.0,100.533888,0.9963503649635036,8.905000000000001
0.5,3,1,4,63.4,56.0,1758,5.1,5.05,3.22,1.0,20414.8,28559.999999999996,82.9311,1.00990099009901,7.998447204968944
1.61,5,4,3,61.2,55.0,11192,7.57,7.62,4.65,2.0,28458.000000000004,41635.0,268.22781000000003,0.9934383202099738,12.405032258064516
0.3,3,4,6,63.5,56.0,878,4.34,4.29,2.74,2.0,17399.0,24304.0,51.014964000000006,1.0116550116550116,6.795109489051095
1.09,5,4,7,62.1,55.0,8778,6.58,6.63,4.1,2.0,25461.0,36190.0,178.86414,0.9924585218702866,10.640341463414634
0.4,3,4,5,61.8,58.0,822,4.69,4.72,2.91,2.0,17983.8,27202.000000000004,64.41808800000001,0.9936440677966103,7.607147766323024
1.08,3,4,4,62.3,58.0,6415,6.5,6.54,4.06,2.0,25293.799999999996,37700.0,172.59059999999997,0.9938837920489296,10.470443349753696
0.7,4,3,3,62.1,59.0,2196,5.68,5.72,3.54,1.0,21983.4,33512.0,115.01318399999998,0.993006993006993,9.177853107344632
1.12,4,4,8,61.2,58.0,9440,6.67,6.7,4.09,2.0,25030.8,38686.0,182.77801,0.9955223880597015,10.92640586797066
0.32,5,3,6,62.1,56.0,741,4.4,4.46,2.75,1.0,17077.5,24640.000000000004,53.96600000000001,0.9865470852017938,7.136000000000001
0.34,5,3,7,61.4,55.0,919,4.52,4.54,2.78,1.0,17069.199999999997,24859.999999999996,57.04782399999999,0.9955947136563875,7.381582733812949
0.35,4,1,3,60.1,61.0,827,4.59,4.56,2.75,1.0,16527.5,27999.0,57.5586,1.006578947368421,7.611054545454545
0.37,2,4,2,63.3,55.0,487,4.58,4.61,2.91,2.0,18420.3,25190.0,61.44115800000001,0.9934924078091105,7.255601374570447
1.58,4,1,2,59.6,59.0,10934,7.67,7.61,4.55,1.0,27118.0,45253.0,265.577585,1.0078843626806833,12.828285714285716
1.01,3,3,4,61.5,57.0,6159,6.4,6.48,3.96,1.0,24354.0,36480.0,164.22912000000002,0.9876543209876543,10.472727272727274
0.3,4,4,6,61.6,60.0,878,4.27,4.24,2.62,2.0,16139.200000000003,25620.0,47.43457599999999,1.007075471698113,6.910229007633586
1.07,3,3,8,59.4,59.0,11019,6.64,6.7,3.96,1.0,23522.399999999998,39176.0,176.17248,0.9910447761194029,11.234343434343435
0.31,4,2,4,61.6,59.0,872,4.35,4.32,2.67,1.0,16447.2,25664.999999999996,50.17464,1.0069444444444442,7.038202247191011
2.01,5,5,3,62.1,55.0,18295,8.12,8.07,5.03,2.0,31236.3,44660.0,329.607852,1.0061957868649316,13.027514910536777
1.02,4,1,2,60.0,62.0,4381,6.59,6.5,3.93,1.0,23580.0,40858.0,168.34155,1.0138461538461538,10.899491094147583
1.02,5,3,4,62.9,57.0,6509,6.42,6.33,4.01,1.0,25222.899999999998,36594.0,162.96078599999998,1.014218009478673,10.13431421446384
0.41,4,5,3,62.0,59.0,876,4.8,4.78,2.97,2.0,18414.0,28320.0,68.14368,1.00418410041841,7.725252525252524
0.7,5,3,5,61.5,55.0,3319,5.73,5.75,3.53,1.0,21709.5,31515.000000000004,116.30467500000002,0.9965217391304348,9.333569405099151
0.43,3,5,3,61.5,58.0,716,4.8,4.86,2.97,2.0,18265.5,27839.999999999996,69.28416,0.9876543209876543,7.854545454545454
0.33,5,4,5,62.4,56.0,666,4.43,4.45,2.77,2.0,17284.8,24808.0,54.606395,0.995505617977528,7.116787003610108
2.01,4,6,4,62.6,59.0,16778,8.04,8.01,5.02,2.0,31425.199999999997,47435.99999999999,323.29000799999994,1.00374531835206,12.828764940239044
0.58,4,3,2,63.0,56.0,1226,5.34,5.26,3.34,1.0,21042.0,29903.999999999996,93.81525599999999,1.015209125475285,8.409700598802395
1.0,5,4,6,62.6,55.0,7403,6.37,6.4,4.0,2.0,25040.0,35035.0,163.072,0.9953124999999999,10.192
0.56,5,6,7,60.8,57.0,1605,5.31,5.34,3.24,2.0,19699.2,30266.999999999996,91.871496,0.9943820224719101,8.751666666666665
0.42,4,4,7,59.8,58.0,1179,4.85,4.88,2.91,2.0,17401.8,28129.999999999996,68.87388,0.9938524590163934,8.133333333333333
1.01,4,4,6,61.9,59.0,7964,6.45,6.41,3.98,2.0,24636.2,38055.0,164.55111000000002,1.0062402496099845,10.388065326633166
0.5,5,2,4,62.0,56.0,1676,5.1,5.06,3.15,1.0,19530.0,28559.999999999996,81.28889999999998,1.007905138339921,8.192380952380951
0.56,3,3,5,62.0,59.0,1712,5.3,5.34,3.3,1.0,20460.0,31270.0,93.39659999999999,0.9925093632958801,8.576363636363636
0.55,5,6,7,62.7,57.0,1593,5.17,5.23,3.26,2.0,20440.199999999997,29469.0,88.147466,0.9885277246653918,8.294202453987731
1.0,4,4,3,60.0,60.0,3568,6.47,6.42,3.87,2.0,23220.0,38820.0,160.749738,1.0077881619937694,10.733178294573642
0.9,2,4,2,63.8,59.0,3303,6.02,6.05,3.85,2.0,24563.0,35517.99999999999,140.22085,0.9950413223140495,9.459999999999999
