carat,cut,color,clarity,depth,table,price,x,y,z,color_classification,z_depth,table_width
0.52,5,4,5,61.7,57.0,1665,5.16,5.18,3.19,Near Colorless,19682.3,29412.0
0.63,5,3,5,62.3,56.0,2644,5.46,5.49,3.41,Colorless,21244.300000000003,30576.0
0.32,3,6,4,62.8,58.0,449,4.33,4.37,2.73,Near Colorless,17144.399999999998,25114.0
1.5,5,5,5,62.4,56.0,12702,7.29,7.34,4.57,Near Colorless,28516.8,40824.0
1.35,5,4,1,62.5,57.0,4643,7.04,7.01,4.39,Near Colorless,27437.5,40128.0
1.06,3,3,3,59.6,60.0,5491,6.61,6.68,3.96,Colorless,23601.6,39660.0
1.2,4,3,5,61.8,59.0,8669,6.79,6.76,4.19,Colorless,25894.2,40061.0
0.41,5,2,3,62.1,54.0,755,4.76,4.81,2.97,Colorless,18443.7,25703.999999999996
0.35,5,2,6,61.0,57.0,849,4.54,4.58,2.78,Colorless,16958.0,25878.000000000004
1.0,4,3,3,62.3,59.0,5292,6.43,6.37,3.99,Colorless,24857.7,37937.0
1.22,5,7,3,62.3,55.0,5192,6.91,6.83,4.28,Near Colorless,26664.4,38005.0
1.02,4,3,3,61.8,59.0,5686,6.45,6.39,3.97,Colorless,24534.6,38055.0
0.5,3,3,5,62.3,55.0,1710,5.06,5.09,3.16,Colorless,19686.8,27829.999999999996
0.7,3,5,3,61.0,58.0,2107,5.67,5.7,3.47,Near Colorless,21167.0,32886.0
0.53,5,3,6,62.2,54.0,2175,5.19,5.22,3.24,Colorless,20152.800000000003,28026.000000000004
0.71,5,4,6,62.5,57.0,3095,5.7,5.73,3.57,Near Colorless,22312.5,32490.000000000004
0.71,3,6,3,60.4,63.0,1926,5.73,5.8,3.48,Near Colorless,21019.2,36099.0
0.34,3,4,3,61.5,56.0,507,4.45,4.52,2.76,Near Colorless,16973.999999999996,24920.0
0.32,5,4,5,62.0,56.0,645,4.35,4.39,2.71,Near Colorless,16802.0,24359.999999999996
0.54,5,2,4,61.8,55.0,1847,5.26,5.24,3.24,Colorless,20023.2,28930.0
0.4,2,2,6,57.7,62.0,981,4.82,4.88,2.8,Colorless,16156.0,29884.000000000004
0.74,3,7,5,62.7,58.0,2170,5.75,5.8,3.62,Near Colorless,22697.4,33350.0
1.01,4,3,2,61.6,58.0,4497,6.45,6.4,3.96,Colorless,24393.600000000002,37410.0
1.52,4,4,5,61.2,60.0,14424,7.4,7.37,4.52,Near Colorless,27662.399999999998,44400.0
0.3,3,5,7,63.4,57.0,878,4.31,4.27,2.72,Near Colorless,17244.8,24567.0
0.36,3,3,6,61.6,55.0,872,4.58,4.6,2.83,Colorless,17432.8,25190.0
0.4,4,2,4,61.9,59.0,975,4.75,4.72,2.93,Colorless,18136.7,28025.0
0.27,5,5,3,61.3,55.0,383,4.17,4.21,2.57,Near Colorless,15754.1,22935.0
0.59,3,7,4,61.9,58.0,1287,5.35,5.38,3.32,Near Colorless,20550.8,31029.999999999996
2.42,4,7,4,61.3,59.0,17168,8.61,8.58,5.27,Near Colorless,32305.09999999999,50798.99999999999
0.31,4,4,5,61.2,59.0,625,4.35,4.37,2.67,Near Colorless,16340.4,25664.999999999996
0.93,1,4,3,64.4,57.0,3358,6.14,6.09,3.94,Near Colorless,25373.600000000002,34997.99999999999
0.43,5,5,3,62.3,56.0,919,4.86,4.83,3.02,Near Colorless,18814.6,27216.000000000004
1.22,4,3,4,59.8,59.0,8417,6.96,6.92,4.15,Colorless,24817.0,41064.0
2.02,2,6,5,57.9,63.0,17533,8.13,8.21,4.73,Near Colorless,27386.7,51219.00000000001
0.51,5,5,4,61.3,57.0,1385,5.14,5.16,3.16,Near Colorless,19370.8,29297.999999999996
0.76,3,2,3,63.0,59.0,2668,5.76,5.8,3.64,Colorless,22932.000000000004,33984.0
1.04,4,2,2,61.6,58.0,3914,6.52,6.45,3.99,Colorless,24578.4,37816.0
0.96,1,5,1,61.5,63.0,1637,6.22,6.06,3.78,Near Colorless,23247.0,39185.99999999999
1.01,3,7,2,63.5,59.0,3462,6.3,6.36,4.02,Near Colorless,25527.0,37170.0
1.01,4,1,5,62.1,58.0,7575,6.4,6.37,3.97,Colorless,24653.7,37120.00000000001
1.22,4,6,3,62.1,59.0,5368,6.8,6.86,4.24,Near Colorless,26330.4,40120.0
0.91,1,3,2,64.9,56.0,3210,6.08,6.05,3.94,Colorless,25570.600000000002,34048.0
1.63,5,6,6,62.3,54.7,12174,7.49,7.52,4.69,Near Colorless,29218.7,40970.3
0.57,5,5,5,61.3,56.0,1554,5.36,5.38,3.29,Near Colorless,20167.7,30016.000000000004
0.33,3,1,3,63.1,55.0,728,4.46,4.42,2.8,Colorless,17668.0,24530.0
0.34,5,4,8,61.9,57.0,1084,4.48,4.47,2.77,Near Colorless,17146.3,25536.0
2.05,4,7,5,62.5,60.0,14973,8.09,8.14,5.07,Near Colorless,31687.5,48540.0
0.7,3,5,3,61.5,57.0,2107,5.64,5.68,3.48,Near Colorless,21402.0,32147.999999999996
1.74,5,5,4,61.5,55.0,13761,7.79,7.73,4.77,Near Colorless,29335.499999999996,42845.0
1.03,3,3,2,61.8,59.0,4414,6.43,6.48,3.99,Colorless,24658.2,37937.0
2.01,4,5,2,61.6,58.0,16499,8.12,8.02,4.97,Near Colorless,30615.199999999997,47096.0
1.03,5,4,3,61.6,55.0,5518,6.48,6.52,4.0,Near Colorless,24640.0,35640.0
0.57,4,7,5,62.2,58.0,1606,5.34,5.3,3.31,Near Colorless,20588.2,30971.999999999996
0.41,2,3,3,63.7,58.0,904,4.74,4.71,3.01,Colorless,19173.7,27492.0
1.51,1,5,3,65.4,59.0,9386,7.17,7.11,4.67,Near Colorless,30541.8,42303.0
1.1,4,7,2,59.6,59.0,3726,6.74,6.72,4.01,Near Colorless,23899.6,39766.0
0.3,4,6,3,60.5,62.0,506,4.37,4.33,2.63,Near Colorless,15911.499999999998,27094.0
0.7,5,6,5,62.7,57.0,2163,5.63,5.67,3.54,Near Colorless,22195.8,32090.999999999996
2.07,4,7,3,61.7,60.0,13731,8.23,8.15,5.05,Near Colorless,31158.499999999996,49380.0
0.91,4,5,4,59.9,62.0,4128,6.33,6.26,3.77,Near Colorless,22582.3,39246.0
0.43,4,2,7,59.5,58.0,1433,4.92,4.96,2.94,Colorless,17493.0,28536.0
0.72,5,2,4,62.7,55.0,2691,5.76,5.73,3.6,Colorless,22572.000000000004,31680.0
2.2,2,5,2,63.6,58.0,13919,8.21,8.17,5.21,Near Colorless,33135.6,47618.00000000001
1.04,2,3,4,63.7,58.0,6606,6.34,6.43,4.07,Colorless,25925.9,36772.0
0.26,5,2,7,62.5,56.0,657,4.09,4.12,2.56,Colorless,16000.0,22904.0
1.06,5,2,4,61.8,55.0,7788,6.59,6.51,4.05,Colorless,25028.999999999996,36245.0
0.78,3,6,2,62.5,58.0,2132,5.82,5.89,3.66,Near Colorless,22875.0,33756.0
1.23,5,5,2,62.1,56.0,6199,6.85,6.82,4.24,Near Colorless,26330.4,38360.0
1.02,3,4,2,63.8,55.0,4501,6.37,6.4,4.07,Near Colorless,25966.6,35035.0
2.06,4,4,2,61.8,58.0,16587,8.15,8.1,5.02,Near Colorless,31023.599999999995,47270.00000000001
0.82,3,2,2,63.3,56.0,2975,5.99,5.95,3.78,Colorless,23927.399999999998,33544.0
1.5,4,2,4,60.7,60.0,14386,7.41,7.32,4.47,Colorless,27132.9,44460.0
0.9,3,4,2,63.1,58.0,2857,6.08,6.02,3.82,Near Colorless,24104.2,35264.0
0.54,5,1,3,60.8,57.0,1662,5.25,5.31,3.21,Colorless,19516.8,29925.0
1.02,3,2,3,63.5,55.0,5245,6.3,6.37,4.02,Colorless,25527.0,34650.0
0.9,5,5,5,61.6,56.0,4592,6.17,6.13,3.79,Near Colorless,23346.4,34552.0
0.5,5,3,6,60.7,57.0,1912,5.12,5.16,3.12,Colorless,18938.4,29184.000000000004
0.31,5,5,8,60.8,56.0,1081,4.42,4.4,2.68,Near Colorless,16294.4,24752.0
0.74,5,6,7,62.3,55.0,2715,5.77,5.82,3.61,Near Colorless,22490.3,31734.999999999996
1.0,2,3,2,63.8,58.0,4155,6.33,6.28,4.02,Colorless,25647.599999999995,36714.0
0.53,5,3,4,62.2,55.0,1650,5.16,5.19,3.22,Colorless,20028.4,28380.0
0.35,3,2,4,58.9,59.0,767,4.59,4.64,2.72,Colorless,16020.8,27081.0
1.53,5,4,6,61.0,55.0,15365,7.44,7.5,4.56,Near Colorless,27815.999999999996,40920.00000000001
0.54,5,6,5,61.2,58.0,1304,5.24,5.29,3.22,Near Colorless,19706.4,30392.0
0.41,3,4,4,61.7,61.0,827,4.7,4.74,2.91,Near Colorless,17954.700000000004,28670.0
0.7,1,6,2,65.9,58.0,1625,5.46,5.5,3.61,Near Colorless,23789.9,31668.0
0.77,3,6,5,62.2,59.0,2682,5.83,5.85,3.63,Near Colorless,22578.6,34397.0
0.59,2,6,4,63.4,56.0,1294,5.33,5.37,3.39,Near Colorless,21492.600000000002,29848.0
0.3,4,2,3,62.1,60.0,675,4.29,4.27,2.66,Colorless,16518.600000000002,25739.999999999996
0.43,5,7,5,62.1,55.0,679,4.84,4.86,3.01,Near Colorless,18692.1,26620.0
0.43,5,4,8,61.6,57.0,1280,4.81,4.84,2.97,Near Colorless,18295.200000000004,27416.999999999996
0.5,3,2,4,62.4,57.0,1568,5.01,5.03,3.13,Colorless,19531.199999999997,28557.0
0.4,5,2,7,62.4,57.0,1397,4.72,4.67,2.93,Colorless,18283.2,26903.999999999996
0.73,4,6,6,61.5,58.0,2496,5.73,5.78,3.54,Near Colorless,21771.0,33234.0
1.52,4,5,4,59.4,59.0,11105,7.45,7.49,4.44,Near Colorless,26373.6,43955.0
2.16,4,7,3,60.5,59.0,14328,8.41,8.35,5.07,Near Colorless,30673.5,49619.0
0.3,5,4,8,63.0,53.0,956,4.3,4.24,2.69,Near Colorless,16947.0,22789.999999999996
0.33,5,3,2,62.3,55.0,450,4.44,4.49,2.78,Colorless,17319.399999999998,24420.0
1.55,3,5,4,63.3,56.0,10546,7.38,7.32,4.65,Near Colorless,29434.500000000004,41328.0
0.72,5,6,6,62.8,57.0,2594,5.69,5.74,3.59,Near Colorless,22545.199999999997,32433.000000000004
1.2,2,2,4,63.7,57.0,5914,6.71,6.64,4.25,Colorless,27072.500000000004,38247.0
1.5,4,2,2,61.1,58.0,7560,7.34,7.31,4.47,Colorless,27311.7,42572.0
1.24,5,5,5,61.0,57.0,8719,6.91,6.95,4.23,Near Colorless,25803.000000000004,39387.0
0.36,2,2,2,63.7,54.0,505,4.52,4.55,2.89,Colorless,18409.300000000003,24408.0
1.69,4,4,6,62.9,58.0,15889,7.59,7.51,4.75,Near Colorless,29877.499999999996,44022.0
0.3,5,3,8,62.3,53.0,886,4.34,4.36,2.71,Colorless,16883.3,23002.0
0.77,5,1,2,60.6,56.0,2922,5.95,5.9,3.59,Colorless,21755.4,33320.0
0.9,5,2,2,62.0,55.0,3599,6.23,6.15,3.84,Colorless,23808.0,34265.0
1.03,4,1,3,60.5,61.0,5410,6.47,6.43,3.9,Colorless,23595.0,39466.99999999999
1.5,4,4,2,58.3,61.0,6720,7.55,7.4,4.34,Near Colorless,25302.2,46055.0
0.36,5,2,4,61.2,56.0,1013,4.63,4.59,2.82,Colorless,17258.4,25927.999999999996
1.54,4,3,4,62.4,59.0,14578,7.43,7.38,4.62,Colorless,28828.800000000003,43837.0
0.7,3,6,2,63.4,59.0,1775,5.66,5.57,3.56,Near Colorless,22570.4,33394.0
0.52,3,1,4,63.4,56.0,1828,5.16,5.09,3.25,Colorless,20605.0,28896.000000000004
0.55,5,4,4,60.1,55.0,1634,5.33,5.37,3.22,Near Colorless,19352.2,29314.999999999996
1.02,3,5,3,60.3,59.0,4476,6.44,6.5,3.9,Near Colorless,23517.0,37996.0
1.63,5,3,1,62.0,55.0,7229,7.57,7.5,4.68,Colorless,29015.999999999996,41635.0
1.06,5,4,4,61.9,54.0,6890,6.54,6.58,4.06,Near Colorless,25131.399999999998,35316.0
0.55,3,5,4,62.0,55.2,1548,5.28,5.31,3.28,Near Colorless,20336.0,29145.600000000002
0.9,4,6,4,58.4,62.0,3276,6.35,6.29,3.69,Near Colorless,21549.6,39370.0
1.1,3,6,3,63.5,57.0,3573,6.55,6.53,4.15,Near Colorless,26352.500000000004,37335.0
0.92,1,6,4,64.4,58.0,3033,6.13,6.1,3.94,Near Colorless,25373.600000000002,35554.0
1.09,4,6,4,61.3,58.0,4659,6.63,6.58,4.05,Near Colorless,24826.5,38454.0
0.39,3,7,4,63.3,56.0,746,4.63,4.6,2.92,Near Colorless,18483.6,25927.999999999996
0.34,5,1,8,62.1,57.0,2346,4.52,4.46,2.79,Colorless,17325.9,25764.0
2.01,3,7,5,60.2,61.0,12845,8.16,8.23,4.93,Near Colorless,29678.6,49776.0
0.32,3,3,4,62.8,57.0,645,4.33,4.36,2.73,Colorless,17144.399999999998,24681.0
0.7,3,2,3,63.1,58.0,2643,5.61,5.64,3.55,Colorless,22400.5,32538.0
0.71,4,5,2,62.4,56.0,2028,5.7,5.64,3.54,Near Colorless,22089.6,31920.0
0.36,5,1,3,62.8,57.0,794,4.54,4.51,2.84,Colorless,17835.199999999997,25878.000000000004
0.31,5,4,3,62.8,55.0,593,4.38,4.32,2.73,Near Colorless,17144.399999999998,24090.0
0.4,5,6,6,61.4,56.0,1240,4.76,4.79,2.93,Near Colorless,17990.2,26656.0
0.7,4,3,4,61.6,60.0,2762,5.65,5.59,3.46,Colorless,21313.6,33900.0
0.96,1,6,2,66.3,58.0,2540,6.07,5.9,3.97,Near Colorless,26321.100000000002,35206.0
1.06,3,4,6,62.9,56.0,7695,6.56,6.6,4.14,Near Colorless,26040.599999999995,36735.99999999999
0.94,3,4,4,62.9,58.6,4488,6.1,6.25,3.89,Near Colorless,24468.100000000002,35746.0
0.71,2,6,4,64.0,59.0,1840,5.61,5.55,3.57,Near Colorless,22848.0,33099.0
0.31,2,1,3,63.4,58.0,571,4.32,4.35,2.75,Colorless,17435.0,25056.0
0.5,5,4,7,62.2,56.0,1897,5.08,5.11,3.17,Near Colorless,19717.4,28448.0
0.38,4,1,2,61.1,58.0,812,4.68,4.62,2.84,Colorless,17352.4,27144.0
0.32,4,3,4,61.4,60.0,645,4.38,4.42,2.7,Colorless,16578.0,26280.0
2.12,4,7,2,62.3,61.0,12140,8.21,8.16,5.1,Near Colorless,31772.999999999996,50081.00000000001
1.21,4,4,6,58.5,58.0,9541,7.06,6.95,4.1,Near Colorless,23984.999999999996,40947.99999999999
1.5,5,6,5,61.3,57.0,9900,7.32,7.35,4.5,Near Colorless,27584.999999999996,41724.0
1.5,3,7,6,62.8,62.0,7840,7.22,7.25,4.54,Near Colorless,28511.199999999997,44764.0
1.11,4,5,2,61.9,59.0,4973,6.6,6.56,4.07,Near Colorless,25193.300000000003,38940.0
0.59,4,5,6,62.3,55.0,1886,5.42,5.33,3.35,Near Colorless,20870.5,29810.000000000004
0.93,4,7,2,61.9,57.0,2807,6.21,6.19,3.84,Near Colorless,23769.6,35397.0
1.17,3,3,4,62.4,56.0,7432,6.71,6.76,4.2,Colorless,26208.0,37576.0
0.34,5,1,4,62.1,55.0,923,4.49,4.46,2.78,Colorless,17263.8,24695.0
1.71,4,5,2,62.5,57.0,10687,7.67,7.62,4.78,Near Colorless,29875.0,43719.0
0.32,5,2,7,61.7,55.0,879,4.38,4.41,2.71,Colorless,16720.7,24090.0
1.52,5,3,2,61.2,57.0,9057,7.45,7.39,4.54,Colorless,27784.800000000003,42465.0
0.8,4,5,2,61.6,59.0,2409,5.92,5.86,3.63,Near Colorless,22360.8,34928.0
0.53,3,2,6,63.1,60.0,2043,5.12,5.08,3.22,Colorless,20318.2,30720.0
0.31,5,4,4,62.4,55.0,544,4.3,4.32,2.69,Near Colorless,16785.6,23650.0
0.72,4,3,3,59.9,58.0,2742,5.85,5.81,3.49,Colorless,20905.100000000002,33929.99999999999
0.7,4,2,4,61.1,58.0,2496,5.78,5.7,3.51,Colorless,21446.1,33524.0
0.9,2,1,2,63.8,58.0,3806,6.09,6.13,3.9,Colorless,24882.0,35322.0
0.41,5,3,3,62.7,57.0,755,4.7,4.74,2.96,Colorless,18559.2,26790.000000000004
0.36,5,1,5,61.8,55.0,781,4.54,4.58,2.82,Colorless,17427.6,24970.0
0.3,3,3,4,63.0,55.0,524,4.28,4.29,2.7,Colorless,17010.000000000004,23540.0
0.9,2,4,3,62.2,62.5,3816,6.08,6.1,3.78,Near Colorless,23511.6,38000.0
1.11,5,4,8,61.2,54.0,10053,6.71,6.73,4.11,Near Colorless,25153.200000000004,36234.0
0.7,2,3,5,59.1,62.0,2877,5.82,5.86,3.44,Colorless,20330.4,36084.0
1.0,2,2,4,63.8,58.0,6272,6.31,6.19,3.99,Colorless,25456.2,36597.99999999999
1.0,2,5,2,62.7,58.0,4125,6.31,6.33,3.96,Near Colorless,24829.2,36597.99999999999
1.31,3,5,4,61.4,59.0,7415,6.96,7.01,4.29,Near Colorless,26340.600000000002,41064.0
0.7,4,1,4,60.9,57.0,2909,5.71,5.69,3.47,Colorless,21132.3,32546.999999999996
0.7,3,2,3,62.7,55.0,2575,5.63,5.67,3.54,Colorless,22195.8,30964.999999999996
0.74,3,3,3,62.7,58.0,2715,5.71,5.78,3.6,Colorless,22572.000000000004,33118.0
1.01,4,3,4,62.1,60.0,5988,6.36,6.43,3.97,Colorless,24653.7,38160.0
0.3,5,5,5,62.5,56.0,526,4.24,4.27,2.66,Near Colorless,16625.0,23744.0
2.01,1,4,4,67.5,55.0,17917,7.7,7.79,5.23,Near Colorless,35302.5,42350.0
0.71,4,5,5,62.4,58.0,2572,5.73,5.68,3.56,Near Colorless,22214.4,33234.0
1.65,4,4,1,62.0,59.0,6912,7.57,7.53,4.68,Near Colorless,29015.999999999996,44663.0
1.22,4,1,4,62.0,60.0,9756,6.79,6.74,4.22,Colorless,26164.0,40740.0
0.31,5,4,4,61.5,56.0,652,4.34,4.36,2.68,Near Colorless,16482.000000000004,24304.0
0.54,5,3,4,62.3,56.0,1786,5.2,5.17,3.23,Colorless,20122.899999999998,29120.0
1.0,2,2,3,57.2,62.0,5345,6.59,6.56,3.76,Colorless,21507.2,40858.0
0.23,3,1,4,62.7,58.0,362,3.86,3.89,2.43,Colorless,15236.100000000002,22388.0
0.52,5,1,4,61.5,56.0,1822,5.15,5.19,3.18,Colorless,19557.000000000004,28840.000000000004
0.57,4,1,5,60.6,59.0,2360,5.38,5.32,3.24,Colorless,19634.4,31742.0
0.39,5,3,6,62.0,54.0,988,4.7,4.72,2.92,Colorless,18104.0,25380.0
0.33,5,2,6,60.9,56.0,814,4.45,4.48,2.72,Colorless,16564.8,24920.0
2.01,5,6,3,59.9,60.0,17126,8.27,8.2,4.93,Near Colorless,29530.699999999997,49620.0
1.51,5,5,4,62.5,55.0,-1,7.29,7.34,4.57,Near Colorless,28562.5,40095.0
0.53,5,1,3,61.2,57.0,1706,5.24,5.19,3.19,Colorless,19522.8,29868.0
2.02,4,6,4,59.2,58.0,13068,8.29,8.25,4.89,Near Colorless,28948.8,48081.99999999999
0.32,5,3,5,62.0,54.0,876,4.44,4.43,2.75,Colorless,17050.0,23976.000000000004
0.9,4,3,2,61.4,58.0,3556,6.19,6.13,3.78,Colorless,23209.199999999997,35902.00000000001
0.3,4,4,6,62.1,59.0,878,4.27,4.23,2.64,Near Colorless,16394.4,25192.999999999996
0.43,5,4,6,61.9,55.0,1129,4.86,4.84,3.0,Near Colorless,18570.0,26730.0
1.2,3,5,7,63.3,56.0,6672,6.75,6.7,4.26,Near Colorless,26965.799999999996,37800.0
2.3,5,6,4,62.6,56.0,18190,8.45,8.4,5.27,Near Colorless,32990.2,47319.99999999999
0.53,4,3,4,60.6,58.0,2290,5.26,5.2,3.17,Colorless,19210.2,30508.0
1.2,3,5,2,63.5,57.0,5221,6.67,6.71,4.25,Near Colorless,26987.5,38019.0
0.9,2,4,3,62.5,62.0,4008,6.04,6.09,3.79,Near Colorless,23687.5,37448.0
0.36,5,1,3,62.0,56.0,663,4.55,4.61,2.84,Colorless,17608.0,25480.0
0.6,4,3,2,58.9,59.0,1378,5.55,5.52,3.26,Colorless,19201.399999999998,32745.0
1.01,4,3,5,61.7,58.0,7507,6.43,6.4,3.96,Colorless,24433.2,37294.0
0.3,5,3,7,61.4,56.0,1041,4.33,4.37,2.67,Colorless,16393.8,24248.0
0.91,4,2,5,61.9,59.0,5167,6.23,6.17,3.84,Colorless,23769.6,36757.00000000001
1.0,1,1,6,61.1,57.0,10562,6.37,6.3,3.87,Colorless,23645.7,36309.0
0.32,5,2,4,62.0,55.0,900,4.46,4.38,2.74,Colorless,16988.000000000004,24530.0
1.04,4,4,3,60.9,59.0,5017,6.57,6.53,3.99,Near Colorless,24299.100000000002,38763.0
0.51,3,1,3,63.2,55.0,1562,5.12,5.07,3.22,Colorless,20350.4,28160.000000000004
1.01,4,5,4,61.3,59.0,4959,6.44,6.48,3.96,Near Colorless,24274.8,37996.0
1.57,5,4,3,61.8,55.0,11596,7.43,7.49,4.61,Near Colorless,28489.800000000003,40865.0
1.51,4,5,4,60.2,60.0,11540,7.35,7.33,4.42,Near Colorless,26608.4,44100.0
2.01,3,6,5,62.9,59.0,18041,7.94,8.03,5.02,Near Colorless,31575.8,46846.0
1.2,4,5,2,62.4,61.0,5040,6.81,6.78,4.24,Near Colorless,26457.600000000002,41541.0
0.53,5,6,5,61.6,57.0,1383,5.21,5.18,3.2,Near Colorless,19712.0,29696.999999999996
2.2,4,6,4,58.9,60.0,17905,8.63,8.52,5.05,Near Colorless,29744.5,51780.00000000001
0.65,5,1,7,61.8,57.0,4022,5.54,5.56,3.43,Colorless,21197.399999999998,31578.000000000004
0.5,4,1,3,62.3,58.0,1654,5.07,5.04,3.15,Colorless,19624.499999999996,29406.0
0.56,5,2,5,61.1,56.0,2010,5.29,5.34,3.25,Colorless,19857.5,29624.0
1.01,5,1,6,61.6,57.0,12996,6.44,6.48,3.98,Colorless,24516.8,36708.00000000001
0.52,5,2,4,61.2,56.0,1947,5.2,5.16,3.17,Colorless,19400.399999999998,29120.0
1.13,3,3,3,63.2,56.0,5584,6.66,6.69,4.22,Colorless,26670.4,37296.0
0.79,4,1,2,60.0,60.0,2853,6.07,6.03,3.63,Colorless,21780.0,36420.00000000001
0.52,4,2,2,61.8,54.0,1229,5.18,5.15,3.19,Colorless,19714.2,27971.999999999996
0.44,3,4,3,61.6,61.0,772,4.83,4.88,2.99,Near Colorless,18418.4,29463.0
0.41,5,4,2,61.5,55.0,648,4.76,4.8,2.94,Near Colorless,18081.0,26180.0
1.01,4,3,5,61.4,60.0,7792,6.45,6.39,3.94,Colorless,24191.6,38700.0
0.9,3,5,2,59.6,59.0,3250,6.38,6.24,3.76,Near Colorless,22409.6,37642.0
1.12,2,3,4,63.8,57.0,6925,6.59,6.61,4.21,Colorless,26859.800000000003,37563.0
0.32,2,6,3,63.5,57.0,421,4.3,4.33,2.74,Near Colorless,17399.0,24510.0
0.73,5,1,2,59.9,57.0,2770,5.92,5.89,3.54,Colorless,21204.6,33744.0
0.4,5,4,7,62.3,54.0,1043,4.75,4.76,2.96,Near Colorless,18440.8,25650.0
0.3,5,5,4,62.1,56.0,491,4.32,4.34,2.69,Near Colorless,16704.9,24192.0
0.24,4,2,7,60.7,58.0,710,4.03,4.01,2.44,Colorless,14810.800000000001,23374.0
0.39,5,2,4,60.8,57.0,875,4.73,4.75,2.88,Colorless,17510.399999999998,26961.0
0.52,3,4,7,62.3,55.0,2040,5.13,5.15,3.2,Near Colorless,19936.0,28214.999999999996
1.25,3,7,3,62.5,57.0,4702,6.83,6.86,4.28,Near Colorless,26750.0,38931.0
1.17,3,1,2,60.9,60.0,6062,6.72,6.78,4.11,Colorless,25029.9,40320.0
0.36,5,1,4,60.6,57.0,1094,4.61,4.57,2.78,Colorless,16846.8,26277.000000000004
1.0,5,4,7,61.9,57.0,8366,6.43,6.39,3.97,Near Colorless,24574.3,36651.0
1.12,4,2,2,61.1,58.0,5620,6.73,6.69,4.1,Colorless,25051.0,39034.0
1.2,1,6,1,62.2,66.0,3011,6.77,6.7,4.2,Near Colorless,26124.0,44682.0
0.34,5,4,3,61.8,54.4,531,4.49,4.52,2.79,Near Colorless,17242.2,24425.6
2.04,3,6,4,62.5,58.0,16874,8.09,8.22,5.1,Near Colorless,31875.0,46922.0
1.53,4,5,2,61.5,60.0,6512,7.46,7.39,4.56,Near Colorless,28044.0,44760.0
0.25,3,2,6,61.1,61.0,533,4.03,4.06,2.47,Colorless,15091.7,24583.0
0.71,2,1,2,56.6,63.0,2015,5.9,5.76,3.3,Colorless,18678.0,37170.00000000001
0.32,5,5,5,62.1,55.0,524,4.39,4.4,2.73,Near Colorless,16953.300000000003,24145.0
1.5,4,1,3,60.5,59.0,11489,7.44,7.39,4.49,Colorless,27164.500000000004,43896.0
0.6,5,3,5,61.9,55.0,2201,5.4,5.42,3.35,Colorless,20736.5,29700.0
0.39,4,7,7,61.8,56.0,921,4.71,4.64,2.89,Near Colorless,17860.2,26376.0
0.54,5,4,5,61.0,57.0,1957,5.25,5.28,3.21,Near Colorless,19581.0,29925.0
0.91,2,5,3,63.8,56.0,3323,6.09,6.04,3.87,Near Colorless,24690.600000000002,34104.0
0.43,4,1,3,62.4,60.0,796,4.79,4.82,3.0,Colorless,18720.0,28739.999999999996
1.52,4,1,2,60.6,62.0,9561,7.42,7.37,4.48,Colorless,27148.800000000007,46004.0
0.72,5,2,3,60.8,57.0,3409,5.77,5.8,3.52,Colorless,21401.6,32889.0
2.06,5,3,2,62.7,57.0,15970,8.19,8.09,5.1,Colorless,31977.0,46683.0
0.7,2,2,5,58.7,60.0,3148,5.79,5.83,3.41,Colorless,20016.700000000004,34740.0
0.45,4,6,2,60.1,59.0,830,4.96,4.92,3.02,Near Colorless,18150.2,29264.0
0.4,5,5,2,62.2,55.0,540,4.75,4.77,2.96,Near Colorless,18411.2,26125.0
1.11,4,1,4,59.5,60.0,6579,6.77,6.7,4.01,Colorless,23859.5,40620.0
1.32,3,5,3,62.4,58.0,7119,7.02,7.09,4.4,Near Colorless,27456.0,40716.0
0.61,5,5,5,60.8,56.0,2053,5.51,5.47,3.34,Near Colorless,20307.199999999997,30856.0
1.11,5,6,3,62.4,55.0,4273,6.6,6.64,4.13,Near Colorless,25771.199999999997,36300.0
1.02,4,3,3,62.2,58.0,5089,6.4,6.46,4.0,Colorless,24880.0,37120.00000000001
0.82,5,4,5,61.9,54.0,3880,5.99,6.03,3.72,Near Colorless,23026.8,32346.000000000004
0.4,3,4,3,59.2,61.0,702,4.78,4.81,2.84,Near Colorless,16812.8,29158.000000000004
0.52,4,4,2,58.8,62.0,1196,5.31,5.3,3.12,Near Colorless,18345.6,32922.0
0.3,3,4,6,63.1,56.0,878,4.23,4.2,2.66,Near Colorless,16784.6,23688.000000000004
1.36,4,6,5,62.0,59.0,7592,7.1,7.06,4.39,Near Colorless,27218.0,41890.0
0.41,3,4,5,60.6,56.0,976,4.83,4.87,2.94,Near Colorless,17816.399999999998,27048.0
2.21,5,4,2,60.1,60.0,15948,8.47,8.53,5.11,Near Colorless,30711.100000000006,50820.00000000001
0.32,2,2,4,57.0,60.0,780,4.6,4.53,2.6,Colorless,14820.000000000002,27600.0
1.1,5,2,2,61.6,56.0,5359,6.66,6.63,4.09,Colorless,25194.399999999998,37296.0
1.02,2,2,2,63.4,57.0,4712,6.41,6.43,4.07,Colorless,25803.800000000003,36537.0
0.73,3,5,5,61.6,59.0,2641,5.74,5.81,3.56,Near Colorless,21929.600000000002,33866.0
0.3,5,2,4,62.3,56.0,844,4.34,4.3,2.69,Colorless,16758.699999999997,24304.0
